question,targets,base_model
"When was the movie that was a two-part made-for-television film adapted from a Lewis Carroll book, that was also a Disney movie was Natalie Gregory, who played Kathy in Spot Marks the X also appear in?",1,1
"What was the second book written by the Daily Show host, after Naked Pictures of Famous People: Another Example of Blatantly False Advertising?",0,1
"One what date was the battle fought, that Simon Grundel-Helmfelt is most notable for?",1,1
The professor of bioengineering Valerie Daggett worked with which American-British-Israeli biophysicist and a professor of structural biology who has been professor at Stanford University since 1987?,0,1
Wonka Bar is from the novel written by this british novelist born in what year?,1,1
Grégory Levasseur produced the 2003 horror film directed by whom?,1,1
What nationality was the person who wrote the music for Soft Flowing Avon?,1,1
What is the actual first name of the director of the film Hollywood Ending ?,1,1
"Sir John Oldcastle, was an English Lollard leader, he escaped from which historic castle located on the north bank of the River Thames in central London, and it lies within the London Borough of Tower Hamlets?",1,1
"What retailer of women's clothing, shoes and fashion accessories is located in an open-air shopping center which opened in September 2007?",1,1
What is the name of the fourth-largest Korean-language wiki focused on amine and manga fandom?,0,1
Did Kazuo Ishiguro and Yukio Mishima both move from Japan to England?,0,1
This 2004 NCAA Division I-A team played its home games at a sports stadium that opened as a replacement for what?,1,1
"Which Lower Manhattan skyscraper, One Liberty Plaza or 1717 Broadway, is considered to be the tallest hotel in North America?",1,1
"Which rock band was formed earlier, Hinder or The Fatima Mansions?",1,1
"Which Writer started his own film studio, Gary King or Ivan Tors?",1,1
What is the name of the illegitimate daughter of the President involved in the Teapot Dome scandal?,1,1
"Which writer, Jorge Amado or Sarah Caudwell, remains the best known of modern Brazilian writers?",1,1
What was the 2010 population on the city where Lave Tree State Monument is located?,0,1
The director of Mario and the Magician was born in what year?,1,1
Which movie starring Kim Roi-ha is based on Korea's first serial murders in history?,1,1
"Radical Axis (also known as ""radicalaxis"" or ""Radical Axis, Inc."") is an animation studio headquartered in Atlanta, Georgia, United States known for its diverse work in both episodic television and commercials, the studio's television credits include ""Squidbillies"", an American animated television series on Cartoon Network's late night programming block, called what?",1,1
Which company produced the 1968 crime drama film in which the wife of Buck Owens played a role?,0,1
"Craig Serling and Jeff Celentano, are of which nationality?",1,1
The 1982 NC State Wolfpack were led by the coach who is currently a defensive assistant at which college?,0,1
"Mary Pierce and Shelby Cannon, share which occupation?",1,1
For what genre of writing is the author of Saintspeak best known ?,0,1
Who established the advisory board that developed the first ironclad warship? ,0,1
In which single by rap duo Mobb Deep was Curtis James Jackson III featured on?,0,1
"Which was released first, The Plow That Broke the Plains or The Man Who Skied Down Everest?",0,1
What peer-reviewed scientific journal published approximately monthly by Springer Science+Business Media was Zdeněk Švestka co-founder and editor of?,1,1
Who was this British archaeologist and officer in the British Army contributed to the excavation of Stone Age and megalithic sites of South India with K. V. Soundararajan?,0,1
Where is the headquarters of the company who launched the Fridge advertising campaign?,1,1
Are the Lancashire Heeler and the Glen of Imaal Terrier both listed by the Kennel Club (UK) as a vulnerable breed?,1,1
What is the main base of the airline co-founded by John Nicolaas Block?,1,1
The mud pie served by n.y.d.c. Café & Restaurants is likely to have originated in what U. S. state?,1,1
"Which was released first, Dangal or The Wild?",0,1
Democracy Day is possible federal holiday proposed by a politician that represents which US congressional district?,0,1
Which football team that was relegated to Tercera División in the 1962–63 Segunda División season was founded in 1958?,0,1
"What is the birthdate of this American actress, television producer and director, singer/songwriter and author, appearing in Kids Incorporated and starring in Ghost Whisperer? ",0,1
What century was Konstantin Somov born into a family of a Hermitage Museum curator?,1,1
Does Jack and Coke or Pink Gin use lemon rind as garnish?,1,1
What Christian publication first published in 1971 has Brandan Robertson written for?,0,1
What is the 2010 population of the city to which WRHR-LP was licensed?,0,1
"Abbottsburg was named for Joseph Carter Abbott, president of the Cape Fear Building Company and veteran of what war?",1,1
"How many acts are in the opera based on an 1820 poem by Alexander Pushkinhave, in which Mariya Matveyevna Stepanova created the lead soprano role?",0,1
"After releasing ""Hail to the Thief"" in June 2003, which band released the EP COM LAG in 2004?",0,1
What is the spiritual name of the philosopher who founded Amra Bangali?,1,1
Which film nominated at the 39th Annual César Awards was directed by Alain Guiraudie?,1,1
Which The 'Burbs actor was also a writer and a comedian?,1,1
"Who released their debut album first, The Operation M.D. or Framing Hanley ?",1,1
Which of the film in which Jeremy Irvine had a role is a 2012 British teen drama film directed by Ol Parker?,1,1
"Which actor plays the character Matt Murdock, a blind lawyer who fights for justice in the courtroom and on the streets of New York as a masked vigilante, in an American superhero movie which shares its name with the album released for it in 2003 by Wind-up Records? ",0,1
What was the man whom Dr. Diarmuid Whelan wrote his doctoral thesis on?,0,1
Which community radio station moved to prevent interference with Australian Broadcasting Corporation?,1,1
"Who has been a member of more bands, Tom Petty or Bobby Gillespie?",0,1
Fuck and The Celluloid Closet are both what?,1,1
Are Jim Pugh and Laura Siegemund both professional tennis players?,0,1
The New englands quarterback that has won 2 super bowls and is on what installment of of the Madden NFL series?,0,1
Who is the forward who was part of the Run TMC threesome currently the head coach for?,0,1
"Jacques Tourneur and Alex Cox, have which mutual occupation?",1,1
"The Man with the Iron Fists is a 2012 American martial arts film directed by RZA, the film stars RZA, and which actor, film producer and musician, and although a New Zealand citizen, he has lived most of his life in Australia?",0,1
Which network hosted a show on which Ron Howard serves as both an executive producer and the series' uncredited narrator?,0,1
Was Jan Egil Storholt born in the third largest city in Norway?,1,1
"Which magazine has a larger circulation region, Family Life or Newsweek?",1,1
Wilhelm Batz shot down 46 of one type of aircraft. How many of these aircraft were made during World War 2?,0,1
Farallon Capital was founded by a hedge fund manager born in which year ?,0,1
What Hotcourses Group founder was born in 1966?,1,1
What is name of the company founded by George Weston in 1882 whose subsidiary company Weston Bakeries Limited produces Wonder Bread in Canada?,0,1
"The 44th annual Berlin International Film Festival was held from February 10 to 21,1994, which 1993 courtroom drama film, was awarded a Golden Bear?",1,1
"Latrobe Brewing Company in Latrobe, Pennsylvania, founded in 1839, was one of the largest breweries in the United States and the maker of ""Rolling Rock"" beer, which merged later in 2004, into which brewing company that resulted from the merger between Belgium-based company Interbrew and Brazilian brewer AmBev?",1,1
