question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
"Which artist is in more bands, Stacey McClean or Hansi Kürsch?","Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer, and lyricist of power metal band Blind Guardian. He also provides lead vocals for the band Demons and Wizards. She was part of the S Club spin-off band, S Club 8 and in 2009 took part in the sixth series of ""The X Factor"".",PASS,Hansi Kürsch is in more bands.,0,0,0,0,0,0
"Who is younger, Max Cavalera or Jon Fratelli?","Massimiliano Antonio ""Max"" Cavalera (] , born August 4, 1969) is a Brazilian singer, guitarist, and songwriter who currently plays in heavy metal bands Soulfly, Cavalera Conspiracy, and Killer Be Killed.Jon Fratelli (born John Paul Lawler, 4 March 1979, Glasgow, Scotland) is a Scottish musician and songwriter best known for his work with the band The Fratellis.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Alfred L. Werker and Merian C. Cooper both directors?,"Alfred L. Werker (December 2, 1896 – July 28, 1975) was a film director whose work in movies spanned from 1917 through 1957.Merian Caldwell Cooper (October 24, 1893 – April 21, 1973) was an American aviator, United States Air Force and Polish Air Force officer, adventurer, screenwriter, film director, and producer.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
In which city did Michel Hugo become a professor?," In 2001, Hugo became a professor at the film department of the University of Nevada, Las Vegas.The University of Nevada, Las Vegas (UNLV) is an American public research university in the Las Vegas suburb of Paradise, Nevada.",FAIL,PASS,0,0,0,0,0,0
"The Magician's House is a quartet of children's fantasy books by who, the series featured Jennifer Jane Saunders (born 6 July 1958) is an English comedian, screenwriter, and actress?","The Magician's House is a quartet of children's fantasy books by William Corlett.Jennifer Jane Saunders (born 6 July 1958) is an English comedian, screenwriter, and actress.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What year was the winner of the 2016 Marrakesh ePrix born?," The 33-lap race was won by e.Dams-Renault driver Sébastien Buemi, who started from the seventh position.Sébastien Olivier Buemi (born 31 October 1988) is a Swiss professional racing driver, who formerly competed for Scuderia Toro Rosso in Formula One.",FAIL,PASS,0,0,0,0,0,0
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?," The house features smooth walls, flat and shallow-pitched roofs, bands of wrapping windows, rounded corners, and a complete lack of applied ornamentation in the Streamline Moderne style.Streamline Moderne, or Art Moderne, is a late type of the Art Deco architecture and design that emerged in the 1930s.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What is the english literally translated name of the Canadian team which Michel Dubois played a part of two WHA seasons with?,"Michel Dubois (born November 7, 1954) is a Canadian former professional ice hockey player who played in the World Hockey Association (WHA). Dubois played parts of two WHA seasons with the Indianapolis Racers and Quebec Nordiques.The Quebec Nordiques (French: ""Nordiques de Québec"" , pronounced ] in Quebec French, in Canadian English; literally translated ""Quebec City Northmen"" or ""Northerners"") were a professional ice hockey team based in Quebec City, Quebec.",FAIL,PASS,0,0,0,0,0,0
"Which actress who starred in ""About Last Night..."" endorsed the Werewolf Diet?"," Celebrities that have endorsed the diet include Demi Moore and Madonna. Her first film to become both a critical and commercial hit was ""About Last Night..."" (1986), which established her as a Hollywood star.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Cydista and Pachystegia, are related to what?","Cydista is a genus that consists of more than twenty species of lowland, showy, evergreen, ornamental shrubs and woody vines, ranging from central and southern Mexico to Paraguay and eastern Brazil.Pachystegia is a genus of shrubs in the daisy family described as a genus in 1925.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What film starring Natalie Portman appeared at the 67th Venice International Film Festival?,"The 67th annual Venice International Film Festival held in Venice, Italy, took place from 1 to 11 September 2010. The opening film was Darren Aronofsky's ""Black Swan"". It stars Natalie Portman, Vincent Cassel, Mila Kunis, Barbara Hershey and Winona Ryder.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
In which American football game was Malcolm Smith named Most Valuable player?, Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos.Super Bowl XLVIII was an American football game between the American Football Conference (AFC) champion Denver Broncos and National Football Conference (NFC) champion Seattle Seahawks to decide the National Football League (NFL) champion for the 2013 season.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The professional ice hockey league that the Peoria Rivermen are part of is based in what state?,"The Peoria Rivermen are a professional ice hockey team in the Southern Professional Hockey League.The Southern Professional Hockey League (SPHL) is a professional ice hockey league based in Huntersville, North Carolina, with teams located primarily in the southeastern United States as well as Illinois and Indiana in the midwestern United States.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which is a documentary about a satirist, Call Me Lucky or Eclipse of Reason?","Call Me Lucky is a 2015 American documentary directed by Bobcat Goldthwait. about the life of satirist, author, and performer Barry Crimmins.Eclipse of Reason is a 1987 pro-life documentary video directed, filmed, and narrated by Bernard Nathanson, with an introduction by Charlton Heston.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
The Ford Explorer and the Mercury Mountaineer are very similar vehicles. What year did the Ford Explorer start being produced?," Sharing many of its features with the Ford Explorer, the vehicles were virtually identical in terms of hardware.The Ford Explorer is a full-size sport utility vehicle produced by the American manufacturer Ford Motor Company since 1990, based since 2010 on a crossover platform.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Live at the Sex Machine included a track sampled by the group of what nationality in ""Smack My Bitch Up""?"," The track ""Funky Man"" was sampled in ""Smack My Bitch Up"" by The Prodigy.""Smack My Bitch Up"" is a song by British rave group the Prodigy.",FAIL,PASS,0,0,0,0,0,0
Dressed to Kill Tour was by Cher in support of what album?," Launched in support of her twenty-fifth studio album, ""Closer to the Truth"", it started in Phoenix, Arizona on March 22, 2014 and continued across North America before coming to a close in San Diego on July 11, 2014.Closer to the Truth is the twenty-fifth studio album by American singer-actress Cher.",FAIL,PASS,0,0,0,0,0,0
For which University did Marcus Jackson play college football ? , Jackson played college football for the TCU Horned Frogs football team.The TCU Horned Frogs football team is the intercollegiate football team of Texas Christian University (TCU).,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Anil V. Kumar,  is a television and film director and producer in India, his production house, Flying Turtle Films co-produced the movie ""Zanjeer"" starring Priyanka Chopra and which actor, and entrepreneur, who works in Telugu cinema?"," In 2013, Flying Turtle Films co-produced the movie ""Zanjeer"" starring Priyanka Chopra and Ram Charan.Ram Charan is an Indian film actor, dancer, producer, businessman and entrepreneur, who works in Telugu cinema.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The lead drummer of Stand By Me is known for innovation in what type of music? ,"Stand By Me (Whatcha See Is Whatcha Get) is an album led by jazz drummer Bernard Purdie which was recorded for the Mega label in 1971.Bernard Lee ""Pretty"" Purdie (born June 11, 1941) is an American drummer, considered an influential and innovative funk musician.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The person Barbara Pompili supported in the 2017 presidential election graduated from the École nationale d'administration (ENA) in what year?," She was an early supporter of Emmanuel Macron in the 2017 presidential election and subsequently invested as a candidate of En Marche! Macron studied philosophy at Paris Nanterre University, completed a Master's of Public Affairs at Sciences Po, and graduated from the École nationale d'administration (ENA) in 2004.",FAIL,PASS,0,0,0,0,0,0
"In what year was the subject of the 2015 film ""Woman in Gold"" born?"," Landau also was the SS officer assigned to watch over Maria Altmann, the subject of the film Woman in Gold (2015).Maria Altmann (February 18, 1916 – February 7, 2011) was an Austrian-American Jewish refugee from Austria, who fled her home country after it was occupied by the Nazis.",FAIL,PASS,0,0,0,0,0,0
The protagonist to the 1949 British film noir was born when?,"Ernst Deutsch, also known as Ernest Dorian (16 September 1890, Prague – 22 March 1969, Berlin), was an Austrian actor.The Third Man is a 1949 British film noir directed by Carol Reed and written by Graham Greene.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which tennis player is from Europe, Virginia Ruano Pascual or Andy Roddick?","Virginia Ruano Pascual (born 21 September 1973) is a Spanish former professional tennis player. She was born in Madrid, Spain.Andrew Stephen Roddick (born August 30, 1982) is an American former professional tennis player from the US.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What year was the formation of the Finnish metal band that wrote the song ""I'm Not Jesus""","""I'm Not Jesus"" is a song by the Finnish cello metal band Apocalyptica, featuring Corey Taylor from Slipknot and Stone Sour.Apocalyptica is a Finnish cello metal band from Helsinki, Finland, formed in 1993.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
